,Location,lat,lng
11843,"Canadian, OK",35.174,-95.6494
11844,"Alamo Heights, TX",29.4828,-98.4682
11845,"Fairfield, MT",47.6151,-111.9813
11846,"Bridgewater, CT",41.5347,-73.3646
11847,"Kilgore, NE",42.9391,-100.9573
11848,"Gruver, TX",36.2562,-101.4122
11849,"Beverly Hills, MI",42.522,-83.2423
11850,"North Salem, IN",39.86,-86.6437
11851,"Whitehouse, FL",30.31052,-81.84288
11852,"Whiting, IA",42.1272,-96.1507
11853,"Hawthorne, FL",29.5938,-82.0944
11854,"Greencreek, ID",46.10711,-116.26431
11855,"Langley, KY",-64.04144,-60.60443
11856,"Hampton Bays, NY",40.8695,-72.5225
11857,"Coleman, OK",34.2635,-96.4194
11858,"Wildomar, CA",33.6173,-117.2582
11859,"Pauline, SC",34.8321,-81.8693
11860,"Calvin, LA",31.9617,-92.7758
11861,"Fairbury, IL",40.746,-88.5158
11862,"Pollok, TX",31.44657,-94.87216
11863,"Flat Rock, IL",38.9037,-87.6734
11864,"Dumont, CO",39.76471,-105.60028
11865,"Chouteau, OK",36.1894,-95.3374
11866,"Arlee, MT",47.1678,-114.0838
11867,"Cuddebackville, NY",41.46732,-74.59377
11868,"Brea Chem, CA",33.91696,-117.86923
11869,"New London, IA",40.9231,-91.4012
11870,"Lehigh Valley, PA",40.65253,-75.43554
11871,"Corydon, KY",37.7403,-87.7063
11872,"Thiensville, WI",43.2361,-87.9785
11873,"Kearns, UT",40.6519,-112.0095
11874,"Patriot, OH",38.77452,-82.38376
11875,"Long Beach, NY",40.5887,-73.666
11876,"Ashdown, AR",33.6746,-94.1265
11877,"Caledonia, MN",43.6344,-91.5009
11878,"Corfu, NY",42.9611,-78.4028
11879,"Pennsdale, PA",41.24314,-76.79663
11880,"Big Bear City, CA",34.2536,-116.7903
11881,"Shell Lake, WI",45.7322,-91.9033
11882,"Laguna Vista, TX",26.1097,-97.2968
11883,"Fairlawn, OH",41.1271,-81.6216
11884,"POCOMOKE, MD",38.07568,-75.56798
11885,"Ohkay Owingeh, NM",36.044,-106.0565
11886,"Andale, KS",37.7916,-97.6276
11887,"Huntsville, AR",36.0985,-93.7363
11888,"Fort Lewis, WA",47.0955,-122.5674
11889,"Mccanna, ND",48.00583,-97.71009
11890,"Hampton, AR",33.5347,-92.4667
11891,"Yutan, NE",41.2431,-96.3959
11892,"Kemmerer, WY",41.7761,-110.5555
11893,"Niagara University, NY",43.1372,-79.0352
11894,"Banks, OR",45.615,-123.1071
11895,"Manchester Township, PA",40.02176,-76.72802
11896,"St Albans, WV",38.38565,-81.83624
11897,"Robins AFB, GA",32.6092,-83.5846
11898,"Plattsmouth, NE",41.0054,-95.894
11899,"Shelter Island Heights, NY",41.0661,-72.3493
11900,"Norwich, OH",39.9844,-81.7925
11901,"Esparto, CA",38.6934,-122.0241
11902,"Rossville, IN",40.4196,-86.5958
11903,"Kinde, MI",43.9405,-82.9963
11904,"Pilgrims Knob, VA",37.23872,-81.91234
11905,"Woodbine, MD",39.35983,-77.06248
11906,"Prescott, KS",38.063,-94.6929
11907,"Scotts Bluff, NE",41.86663,-103.66717
11908,"Three Rivers, CA",36.4334,-118.8885
11909,"Lenorah, TX",32.30456,-101.87625
11910,"Nolensville, TN",35.9572,-86.6719
11911,"Hico, TX",31.9859,-98.0291
11912,"Rock Valley, IA",43.2028,-96.2897
11913,"West Union, OH",38.7917,-83.5441
11914,"Leonardtown, MD",38.3039,-76.6395
11915,"Winchester, WI",44.1982,-88.6599
11916,"Sparta, IL",38.1513,-89.7185
11917,"Fair Oaks, IN",41.07504,-87.25753
11918,"Gwinn, MI",46.2858,-87.4425
11919,"Mayville, MI",43.3363,-83.352
11920,"Weidman, MI",43.7014,-84.9745
11921,"Parkfield, CA",35.89969,-120.43265
11922,"Benton, KY",36.8479,-88.3602
11923,"Waban, MA",42.32787,-71.22728
11924,"Mill Spring, NC",35.29762,-82.16122
11925,"Elk Horn, KY",37.31645,-85.28524
11926,"Schaefferstown, PA",40.2968,-76.2939
11927,"Tuleta, TX",28.5767,-97.798
11928,"Western Grove, AR",36.1011,-92.9546
11929,"Omaha, TX",33.182,-94.7402
11930,"Monte Sereno, CA",37.2405,-121.9881
11931,"Santo Domingo Pueblo, NM",35.5175,-106.367
11932,"Dubois, WY",43.5389,-109.6443
11933,"Lawrence Township, NJ",40.29554,-74.72037
11934,"Liberty Center, IN",40.69921,-85.28053
11935,"Iowa, LA",30.2393,-93.013
11936,"Cullowhee, NC",35.3097,-83.1816
11937,"Sheridan, OR",45.096,-123.3983
11938,"Sunol, CA",37.59,-121.8847
11939,"Rushville, IL",40.1199,-90.5666
11940,"Bates City, MO",39.0047,-94.0659
11941,"Dousman, WI",43.0092,-88.4771
11942,"Lotus, CA",47.46727,-73.57402
11943,"Shelby, MT",48.5031,-111.8614
11944,"Bass Harbor, ME",44.24008,-68.34391
11945,"Switz City, IN",39.0348,-87.054
11946,"Newport, RI",41.4801,-71.3203
11947,"Templeton, IA",41.918,-94.9413
11948,"Bonifay, FL",30.7786,-85.6862
11949,"Lyman, WY",41.3274,-110.2977
11950,"Hankinson, ND",46.0734,-96.8918
11951,"Valrico, FL",27.9193,-82.2293
11952,"Morristown, AZ",33.8549,-112.6135
11953,"China Lake, CA",37.19989,-119.1301
11954,"Elkader, IA",42.8574,-91.4028
11955,"Thackerville, OK",33.7936,-97.142
11956,"Dewitt, MI",42.84226,-84.56915
11957,"Atl, GA",33.749,-84.38798
11958,"Chatham, MA",41.68206,-69.95974
11959,"Kingsbury, TX",29.6541,-97.8
11960,"Big Rock, TN",36.5767,-87.7579
11961,"Princeton Junction, NJ",40.3206,-74.6237
11962,"Robersonville, NC",35.8247,-77.2533
11963,"Union City, IN",40.1995,-84.8206
11964,"Spring City, UT",39.4799,-111.4918
11965,"Akron, IN",41.0388,-86.0249
11966,"Boyd, TX",33.0843,-97.5632
11967,"Chadds Ford, PA",39.8742,-75.604
11968,"Scottdale, PA",40.1034,-79.5898
11969,"Goffstown, NH",43.02036,-71.60035
11970,"Moraga, CA",37.8439,-122.1225
11971,"Orchard, TX",29.6035,-95.969
11972,"Redfield, IA",41.5905,-94.1963
11973,"HALLANDALE BEACH, FL",25.9812,-80.14838
11974,"Ruma, IL",38.1306,-90.0004
11975,"Mountain Pass, CA",35.47026,-115.545
11976,"Osyka, MS",31.0072,-90.4719
11977,"Littleton, NC",36.4343,-77.911
11978,"Savannah, MO",39.9391,-94.8279
11979,"Sun City Center, FL",27.715,-82.3569
11980,"Lafitte, LA",29.6957,-90.0995
11981,"South Dennis, MA",41.7051,-70.1537
11982,"Niota, TN",35.5171,-84.5499
11983,"Montebello, NY",41.1317,-74.1135
11984,"Keysville, GA",33.2374,-82.229
11985,"Rancho Viejo, TX",26.0358,-97.5568
11986,"Calpine, CA",39.6633,-120.4436
11987,"Milton, MA",42.24954,-71.06616
11988,"Helm, CA",52.76617,-93.00754
11989,"North Bethesda, MD",39.0393,-77.1191
11990,"Wesson, MS",31.6999,-90.3961
11991,"Hillsdale, NY",41.0026,-74.04042
11992,"Thorndale, TX",30.6141,-97.2068
11993,"Redstone Arsenal, AL",34.6645,-86.653
11994,"Pillager, MN",46.3295,-94.4796
11995,"Larksville, PA",41.2639,-75.9327
11996,"Stafford Township, NJ",39.6954,-74.25875
11997,"Laureldale, PA",40.3897,-75.9134
11998,"Hollywood, MD",38.33624,-76.59607
11999,"Salem, IL",38.6279,-88.9591
12000,"East Tawas, MI",44.2884,-83.4849
12001,"Bunkerville, NV",36.7594,-114.1412
12002,"Berkley, MA",41.84593,-71.08282
12003,"Farmerville, LA",32.7752,-92.4013
12004,"Awendaw, SC",32.9661,-79.6586
12005,"Wadesville, IN",38.10254,-87.78614
12006,"Tyrone, NY",42.40813,-77.0583
12007,"Stockertown, PA",40.7547,-75.2627
12008,"Hamel, IL",38.8894,-89.8425
12009,"Polvadera, NM",34.202,-106.9172
12010,"Prospect, VA",37.30293,-78.55917
12011,"Gladwyne, PA",40.04067,-75.27907
12012,"Sneads Ferry, NC",34.5564,-77.3824
12013,"Yale, MI",43.1277,-82.7972
12014,"Blue Eye, MO",36.515,-93.3828
12015,"Redwood Shores, CA",37.53188,-122.24802
12016,"Springerville, AZ",34.156,-109.2988
12017,"Hill Air Force Base, UT",41.21772,-111.84133
12018,"Jelm, WY",41.09901,-106.03071
12019,"Staples, MN",46.369,-94.8019
12020,"South Park, PA",28.6,-81.33924
12021,"Parshall, CO",40.0554,-106.1757
12022,"Paron, AR",34.77287,-92.7585
12023,"Prinsburg, MN",44.9349,-95.187
12024,"West Hurley, NY",42.0083,-74.112
12025,"VENEDY, IL",38.39505,-89.64593
12026,"Alma Center, WI",44.437,-90.9128
12027,"Neeses, SC",33.5365,-81.1236
12028,"Everman, TX",32.6296,-97.2827
12029,"Argyle, MN",48.3366,-96.8162
12030,"Grand Portage, MN",47.99968,-89.76069
12031,"Lauderdale, MS",32.5104,-88.5264
12032,"Wessington Springs, SD",44.0805,-98.5712
12033,"Oak Forest, IL",41.6054,-87.7527
12034,"Goshen, VA",37.9901,-79.5067
12035,"Sun City, AZ",33.6165,-112.2819
12036,"Brusly, LA",30.3943,-91.2517
12037,"Veazie, ME",44.8407,-68.7134
12038,"Guilderland, NY",42.70202,-73.96624
12039,"Lebo, KS",38.4156,-95.8622
12040,"Hume, IL",39.7981,-87.8686
12041,"Coal City, WV",37.6776,-81.218
12042,"Mineral Springs, AR",33.8771,-93.9217
12043,"Honey Grove, TX",33.5866,-95.909
12044,"Joshua Tree, CA",34.1236,-116.3128
12045,"Anna, TX",33.3472,-96.5508
12046,"Anacoco, LA",31.2545,-93.344
12047,"Charlestown, NH",42.37787,-71.062
12048,"New Carlisle, OH",39.9446,-84.0257
12049,"Saint Bernard, OH",39.17103,-84.4955
12050,"Sunnyside, TX",30.07049,-94.14713
12051,"Lorenzo, TX",33.6703,-101.5361
12052,"Beebe, AR",35.0713,-91.8998
12053,"Mapleton, UT",40.1188,-111.5742
12054,"Avalon, CA",33.3342,-118.3315
12055,"Mamou, LA",30.6349,-92.4179
12056,"Winchester, CA",33.7146,-117.0775
12057,"Weston, VT",43.2904,-72.7922
12058,"Wood River Junction, RI",41.43621,-71.69451
12059,"Clinton, WA",47.9731,-122.3577
12060,"Pawnee, OK",36.3484,-96.8025
12061,"Sea Girt, NJ",40.1308,-74.0358
12062,"Palo Cedro, CA",40.5658,-122.2425
12063,"Bayard, NM",32.7579,-108.1337
12064,"Winnetka, IL",42.1064,-87.7421
12065,"Saint Simons Island, GA",31.15051,-81.36954
12066,"Odessa, WA",47.3326,-118.6894
12067,"College Place, WA",46.0419,-118.3878
12068,"Maple Falls, WA",48.9179,-122.0943
12069,"Bolton, MA",53.5802,-2.5363
12070,"Somerton, AZ",32.6007,-114.6994
12071,"Dimmitt, TX",34.5324,-102.3111
12072,"Kreamer, PA",40.8004,-76.9707
12073,"Equality, IL",37.7371,-88.3422
12074,"CRESCENT SPRINGS, KY",39.05145,-84.58161
12075,"Chico, TX",33.296,-97.7986
12076,"Florence, MT",46.6345,-114.0813
12077,"Nada, TX",29.4146,-96.3781
12078,"Toney, AL",34.89814,-86.73361
12079,"Bayou La Batre, AL",30.4126,-88.2611
12080,"Allen, KY",37.6119,-82.7291
12081,"Beaver Dam, KY",37.4042,-86.8741
12082,"Niceville, FL",30.529,-86.4748
12083,"Readstown, WI",43.4485,-90.759
12084,"Fort Detrick, MD",39.44155,-77.42408
12085,"Parnell, IA",41.5837,-92.0046
12086,"Yanceyville, NC",36.4101,-79.3356
12087,"Erdenheim, PA",40.09206,-75.21379
12088,"Goldsby, OK",35.1308,-97.4783
12089,"Spotswood, NJ",40.3949,-74.392
12090,"Scotland, SD",43.1481,-97.7199
12091,"Clayton, NY",44.23949,-76.08578
12092,"Maria Stein, OH",40.4076,-84.4792
12093,"Pierce, ID",46.4931,-115.7995
12094,"Napoleon, MI",42.1658,-84.2416
12095,"Lake Worth, TX",32.813,-97.4306
12096,"Mountain Green, UT",41.1476,-111.7901
12097,"New Cumberland, WV",40.5072,-80.6115
12098,"Dunbridge, OH",41.45811,-83.61021
12099,"Cutler, IN",40.47642,-86.52416
12100,"Woodburn, KY",36.8421,-86.5301
12101,"Florien, LA",31.448,-93.4583
12102,"Bedias, TX",30.7792,-95.9469
12103,"Belle Plaine, MN",44.6196,-93.7606
12104,"Mc Coy, CO",38.36611,-105.64472
12105,"Madison Hts, MI",42.5315,-83.1197
12106,"Chepachet, RI",41.9104,-71.6654
12107,"Many, LA",31.566,-93.4773
12108,"Hallam, PA",40.0024,-76.6041
12109,"Shingletown, CA",40.5035,-121.86
12110,"Ridgeland, WI",45.2025,-91.8965
12111,"Bethel, ME",44.4038,-70.7863
12112,"Fairview, MI",44.72501,-84.05111
12113,"Cascade, ID",44.5087,-116.0425
12114,"Union, MS",32.5711,-89.1152
12115,"Fort Deposit, AL",31.9863,-86.5664
12116,"Emerson, GA",34.1303,-84.7483
12117,"La Coste, TX",29.31079,-98.81003
12118,"Scobey, MT",48.7904,-105.4206
12119,"Elm Creek, NE",40.7201,-99.3755
12120,"Newark, MO",39.9946,-91.9734
12121,"Portsmouth, RI",41.60232,-71.25033
12122,"Odebolt, IA",42.3119,-95.2545
12123,"Camano Island, WA",48.17399,-122.52821
12124,"Twin Lake, MI",43.3696,-86.1837
12125,"Wolverine, MI",45.2732,-84.6052
12126,"LISBON, CT",41.60399,-72.01174
12127,"ST ANTHONY, ID",43.9663,-111.68218
12128,"South Abington Township, PA",41.47508,-75.67713
12129,"Barbourville, KY",36.8667,-83.885
12130,"Smithland, KY",37.1387,-88.4038
12131,"O' Neill, NE",42.46945,-98.68759
12132,"French Creek, WV",38.88566,-80.29731
12133,"Stanford, KY",37.5331,-84.6602
12134,"Ridgway, CO",38.1573,-107.7545
12135,"Homer, LA",32.793,-93.0582
12136,"Langley Air Force Base, VA",37.08288,-76.36055
12137,"Bowling Green, MO",39.3447,-91.2032
12138,"Eagle, WI",42.879,-88.4697
12139,"Waskom, TX",32.4766,-94.0646
12140,"Marble, NC",35.177,-83.9265
12141,"Montgomery, LA",31.6677,-92.8877
12142,"North Charleroi, PA",40.15,-79.9084
12143,"Goodwater, AL",33.0608,-86.0516
12144,"Greenwood, AR",35.2134,-94.2408
12145,"Colorado City, AZ",36.9773,-112.9869
12146,"Monahans, TX",31.6289,-103.0403
12147,"Richfield Springs, NY",42.8536,-74.9862
12148,"Spofford, NH",42.69596,-71.02068
12149,"Kiowa, CO",39.3436,-104.458
12150,"Goshen, OH",39.2325,-84.1532
12151,"Fairfax, VT",44.66533,-73.00875
12152,"Waterford, ME",44.23174,-70.76868
12153,"Boulder, WY",42.7461,-109.7067
12154,"Remington, VA",38.5346,-77.8083
12155,"Dakota, IL",42.388,-89.5265
12156,"Forks, WA",47.9527,-124.3903
12157,"Atlantic, VA",37.9023,-75.5058
12158,"Wasco, OR",45.5917,-120.6974
12159,"Clemson, SC",34.6837,-82.8124
12160,"Corinth, NY",43.24452,-73.83234
12161,"Idalou, TX",33.6624,-101.6838
12162,"Perry Hall, MD",39.4068,-76.478
12163,"Brierfield, AL",33.04526,-86.92786
12164,"New Haven, MI",42.7306,-82.7953
12165,"Purcell, OK",35.0231,-97.3757
12166,"Comstock, NY",43.45729,-73.4415
12167,"Amboy, CA",34.55777,-115.74444
12168,"Henning, TN",35.682,-89.577
12169,"Kulm, ND",46.3019,-98.9468
12170,"Lumberton, MS",31.0064,-89.4592
12171,"Bethel, OH",38.9627,-84.0846
12172,"Warrensville, OH",41.43505,-81.53623
12173,"Dewey Beach, DE",38.6958,-75.0749
12174,"Tarzana, CA",34.17334,-118.55397
12175,"De Witt, NE",40.3953,-96.9221
12176,"Carlsbad, TX",31.6112,-100.6406
12177,"Lacassine, LA",30.2331,-92.9208
12178,"Troupsburg, NY",42.04368,-77.5461
12179,"Grover Hill, OH",41.019,-84.4774
12180,"Nashville, MI",42.6032,-85.0941
12181,"Morris Township, NJ",40.79927,-74.41432
12182,"Tinker AFB, OK",35.4436,-97.4203
12183,"Cuddy, PA",40.34924,-80.16061
12184,"Thawville, IL",40.673,-88.1137
12185,"Bartonville, TX",33.079,-97.1507
12186,"Arco, ID",43.6316,-113.3017
12187,"Benson, AZ",31.9157,-110.3257
12188,"Carnegie, OK",35.103,-98.5996
12189,"Malin, OR",42.0133,-121.4096
12190,"Camak, GA",33.4526,-82.6462
12191,"Sayre, PA",41.9856,-76.5207
12192,"Cookstown, NJ",40.0446,-74.5547
12193,"Westminister, MD",39.64733,-75.96856
12194,"Lawson, TX",31.88012,-102.63237
12195,"Pleasureville, KY",38.351,-85.1121
12196,"Weehawken, NJ",40.76955,-74.02042
12197,"Meridianville, AL",34.8729,-86.5722
12198,"North Branford, CT",41.27954,-72.8151
12199,"Dallastown, PA",39.8996,-76.641
12200,"Chester, NH",42.95675,-71.25728
12201,"Clarence, IA",41.8858,-91.0581
12202,"Springville, PA",33.77505,-86.47191
12203,"Clinton, MD",38.7499,-76.9063
12204,"Levittown, NY",40.7241,-73.5125
12205,"Strawberry Point, IA",42.6805,-91.5349
12206,"Centerville, TX",31.2583,-95.9794
12207,"Coarsegold, CA",37.2401,-119.7021
12208,"Gambier, OH",40.3764,-82.3949
12209,"Wyomissing, PA",40.3317,-75.9703
12210,"Loch Lloyd, MO",38.831,-94.5978
12211,"Double Springs, AL",34.1502,-87.391
12212,"El Granada, CA",37.5134,-122.4657
12213,"Abingdon, IL",40.8038,-90.4009
12214,"Blue Springs, MS",34.3922,-88.8779
12215,"Benedict, NE",41.0063,-97.6072
12216,"Newark, AR",35.7076,-91.4434
12217,"Lakeport, MI",43.1072,-82.4937
12218,"Murfreesboro, AR",34.0543,-93.6834
12219,"Pineville, KY",36.7532,-83.7076
12220,"Wayzata, MN",44.967,-93.516
12221,"Stevenson, WA",45.6927,-121.8949
12222,"Centreville, AL",32.9598,-87.1334
12223,"Linville, NC",36.0674,-81.8715
12224,"Naples, ME",43.97174,-70.60923
12225,"Morningside, MD",38.8266,-76.8897
12226,"Bremen, AL",33.99455,-86.97
12227,"Clayton, MO",38.6444,-90.3303
12228,"Tipton, CA",36.0572,-119.3135
12229,"Succasunna, NJ",40.853,-74.6568
12230,"Lobelville, TN",35.7508,-87.7958
12231,"Smith Center, KS",39.774,-98.7831
12232,"Mount Hope, OH",40.6241,-81.7766
12233,"Tuscola, TX",32.2115,-99.7983
12234,"Rumson, NJ",40.3626,-74.0046
12235,"Shady Cove, OR",42.6117,-122.8179
12236,"Haynesville, VA",37.95013,-76.66246
12237,"Kingston, NJ",40.3838,-74.6122
12238,"South Henderson, NC",36.3033,-78.406
12239,"Barclay, MD",39.1451,-75.8655
12240,"Mingo Junction, OH",40.3244,-80.6173
12241,"Fairfield, ME",44.5884,-69.59866
12242,"Beech Mountain, NC",36.2104,-81.8875
12243,"Bingen, WA",45.7139,-121.4704
12244,"Elliottsburg, PA",40.38897,-77.28887
12245,"Granger, WY",41.5979,-109.9652
12246,"Norwich, VT",43.71535,-72.30787
12247,"Bluemont, VA",39.11122,-77.83388
12248,"Camden, IN",40.6099,-86.5392
12249,"Manning, IA",41.9092,-95.0643
12250,"Lakebay, WA",47.25704,-122.75847
12251,"Bronson, FL",29.4501,-82.6391
12252,"Bardwell, TX",32.2671,-96.6955
12253,"Henderson, TN",35.4446,-88.6531
12254,"Glenmora, LA",30.9733,-92.5824
12255,"Baggs, WY",41.0345,-107.6574
12256,"North Chatham, NY",40.74093,-74.38376
12257,"Nogal, NM",33.5382,-105.7119
12258,"Mooers, NY",44.96337,-73.58736
12259,"Basehor, KS",39.1332,-94.9333
12260,"The Hills, TX",30.3465,-97.9864
12261,"North Bend, NE",41.462,-96.7857
12262,"Onley, VA",37.6915,-75.718
12263,"North Hero, VT",44.64532,-73.30235
12264,"Hill AFB, UT",41.12355,-111.973
12265,"Whitefish Bay, WI",43.1131,-87.9003
12266,"Hollis, OK",34.6897,-99.9153
12267,"White Hills, AZ",35.7242,-114.4004
12268,"Koshkonong, MO",36.5976,-91.646
12269,"Wells, NV",41.1132,-114.9535
12270,"Corinth, TX",33.1434,-97.0682
12271,"Lusby, MD",38.362,-76.4372
12272,"Wakefield, VA",38.823,-77.2406
12273,"Alcester, SD",43.0278,-96.6268
12274,"Pittsburg, IL",37.7771,-88.8499
12275,"Cusseta, AL",32.7876,-85.3057
12276,"Portage, UT",41.9756,-112.2405
12277,"Felton, DE",39.0127,-75.5765
12278,"Locust Grove, OK",36.1982,-95.1689
12279,"Needville, TX",29.3957,-95.8386
12280,"Jackson Center, PA",41.2731,-80.1397
12281,"Henniker, NH",43.1798,-71.8223
12282,"O Neals, CA",37.12828,-119.69431
12283,"Vaughn, MS",32.80652,-90.04175
12284,"Albion, NY",43.246,-78.1902
12285,"Cos Cob, CT",41.0513,-73.5934
12286,"Petersburg, PA",40.5727,-78.0506
12287,"Glencoe, IL",42.1347,-87.7641
12288,"Prichard, AL",30.7735,-88.1301
12289,"Mendham, NJ",40.77593,-74.60071
12290,"Gerlach, NV",40.6452,-119.3614
12291,"Duette, FL",27.59031,-82.12287
12292,"Copake, NY",42.11953,-73.52512
12293,"Anchorage, KY",38.2689,-85.5364
12294,"Galesville, WI",44.0839,-91.358
12295,"St Michaels, MD",38.78512,-76.22439
12296,"Milford, NE",40.7722,-97.0535
12297,"Blevins, AR",33.8716,-93.5778
12298,"Ventress, LA",30.6825,-91.4248
12299,"Bridgeport, TX",33.21,-97.7708
12300,"Empire, NV",40.5759,-119.343
12301,"Weston, CO",37.146,-104.8683
12302,"Ruidoso, NM",33.3646,-105.6434
12303,"Sea Island, GA",31.18356,-81.34982
12304,"Emerson, NJ",40.9748,-74.024
12305,"Pilot Rock, OR",45.496,-118.8333
12306,"Montague, MI",43.4128,-86.3636
12307,"Morris, NY",40.79677,-74.48154
12308,"Blossom, TX",33.6633,-95.3837
12309,"Hydro, OK",35.5483,-98.5795
12310,"Maylene, AL",33.20345,-86.86166
12311,"Smallwood, NY",41.6606,-74.8159
12312,"Bangor, MI",42.312,-86.1135
12313,"Danevang, TX",29.05748,-96.20746
12314,"Groves, TX",29.9457,-93.9164
12315,"Chisholm, MN",47.4877,-92.8786
12316,"Wayne, NE",42.2379,-97.0101
12317,"Rock Cave, WV",38.8404,-80.3375
12318,"Hagarstown, IL",38.94338,-89.1684
12319,"Brodnax, VA",36.7033,-78.0318
12320,"Kirby, AR",34.254,-93.6549
12321,"Calico Rock, AR",36.1401,-92.1341
12322,"Buffalo, MO",37.6444,-93.097
12323,"Aurora, NY",42.76784,-78.61336
12324,"New Albany, PA",41.6003,-76.4445
12325,"Bruce, SD",44.4378,-96.8906
12326,"Peculiar, MO",38.7306,-94.4735
12327,"Carlisle, AR",34.7947,-91.7361
12328,"S Zanesville, OH",39.87118,-82.04542
12329,"Climax, NC",35.91291,-79.71753
12330,"Lucile, ID",45.53517,-116.31041
12331,"Scott Depot, WV",38.44176,-81.9168
12332,"SOUTHWEST RANCHES, FL",26.0587,-80.33727
12333,"Spencer, NY",42.2098,-76.49327
12334,"Old Greenwich, CT",41.0254,-73.5692
12335,"Quantico, VA",38.5224,-77.2902
12336,"Crumpler, NC",36.50401,-81.39427
12337,"Lime Springs, IA",43.4499,-92.2841
12338,"Paulina, LA",30.0351,-90.7226
12339,"Maynardville, TN",36.247,-83.8057
12340,"Harts, WV",38.0343,-82.129
12341,"Manakin Sabot, VA",37.60154,-77.70221
12342,"Progreso, TX",26.0962,-97.9566
12343,"Curwensville, PA",40.9735,-78.519
12344,"Peacham, VT",44.3296,-72.1725
12345,"Waynesburg, KY",37.33286,-84.67161
12346,"Pinehurst, NC",35.1922,-79.4684
12347,"Highgate Center, VT",44.9375,-73.0421
12348,"Zoarville, OH",40.58451,-81.38928
12349,"Saint Johns, FL",29.89469,-81.31452
12350,"Absarokee, MT",45.5242,-109.4473
12351,"Sebago, ME",43.89202,-70.69839
12352,"Janesville, MN",44.1198,-93.7096
12353,"Hurley, MO",36.9306,-93.4991
12354,"Westchester, IL",41.8492,-87.8906
12355,"Canal Point, FL",26.8626,-80.6222
12356,"Margaretville, NY",42.1458,-74.6503
12357,"Atascocita, TX",29.9777,-95.1953
12358,"Orondo, WA",47.62596,-120.22535
12359,"Rich Square, NC",36.2739,-77.2839
12360,"Panora, IA",41.6911,-94.3639
12361,"Norwood, CO",38.129,-108.2919
12362,"Marysville, KS",39.8432,-96.6387
12363,"KISSIMME, FL",28.33179,-81.47667
12364,"Mercer, WI",46.1635,-90.0528
12365,"Bartlett, KS",37.0549,-95.2112
12366,"Pepperell, MA",42.66592,-71.5884
12367,"Prospect, PA",40.8992,-80.0487
12368,"Harrington, ME",44.31062,-69.77949
12369,"Hockessin, DE",39.7837,-75.6815
12370,"Carver, MA",41.88344,-70.76254
12371,"Hadley, MA",42.36723,-72.51852
12372,"Southwest Harbor, ME",44.2798,-68.32502
12373,"Fortuna, MO",38.5676,-92.797
12374,"Websterville, VT",44.1619,-72.4733
12375,"Cass Lake, MN",47.3792,-94.5993
12376,"Havertown, PA",39.98095,-75.30852
12377,"Nucla, CO",38.2668,-108.5487
12378,"Chaparral, NM",32.0442,-106.406
12379,"Ravenwood, MO",40.3523,-94.6723
12380,"Osceola, MO",38.0458,-93.6972
12381,"Kimball, TN",35.0469,-85.674
12382,"Boise City, OK",36.7313,-102.5095
12383,"Moffett Field, CA",37.41352,-122.05404
12384,"Red Oak, NC",36.0415,-77.9064
12385,"Liberty, UT",41.3426,-111.8649
12386,"Elfrida, AZ",31.6783,-109.6876
12387,"Clarksburg, MA",42.74064,-73.08177
12388,"Trenton, MI",42.1394,-83.1929
12389,"Holt, FL",30.71575,-86.74579
12390,"Howard, OH",40.4092,-82.3275
12391,"Beaver Island, MI",45.69294,-85.56287
12392,"West Yarmouth, MA",41.6496,-70.2487
12393,"Gales Ferry, CT",41.4215,-72.0854
12394,"Forsyth, IL",39.9259,-88.9641
12395,"Holder, FL",28.96692,-82.42065
12396,"Waelder, TX",29.6943,-97.2972
12397,"Florence, OR",43.9916,-124.1063
12398,"Penn Hills, PA",40.50118,-79.83922
12399,"Natural Bridge Station, VA",37.62097,-79.50587
12400,"Sausalito, CA",37.8581,-122.4933
12401,"Sanford, CO",37.2574,-105.9007
12402,"Mathias, WV",38.87789,-78.86614
12403,"Olympic Valley, CA",39.21157,-120.19853
12404,"Eastport, ME",44.9137,-67.0183
12405,"Tornillo, TX",31.4366,-106.1033
12406,"Frederic, MI",48.13028,-79.41806
12407,"Matawan, NJ",40.4127,-74.2365
12408,"Newell, SD",44.7174,-103.4183
12409,"Pine Grove, CA",38.403,-120.6571
12410,"Tuxedo, MD",38.92094,-76.91914
12411,"Boca Grande, FL",26.74896,-82.26204
12412,"Windsor, VT",43.64896,-72.31926
12413,"Beaver, OH",39.0319,-82.8252
12414,"Williams Bay, WI",42.5788,-88.5457
12415,"Stewardson, IL",39.2637,-88.6302
12416,"Hilliard, FL",30.6866,-81.9212
12417,"Vernon Hill, VA",36.75653,-79.10279
12418,"Baring, MO",40.2447,-92.2059
12419,"San Juan Bautista, CA",36.845,-121.5371
12420,"Sterling, CT",42.43759,-71.76063
12421,"Lamoure, ND",46.45691,-98.53546
12422,"Pine Knot, KY",36.6648,-84.4395
12423,"West St Paul, MN",44.94441,-93.09327
12424,"Winthrop, NY",44.8006,-74.8016
12425,"Putnam Station, NY",41.39732,-73.61707
12426,"Cook, MN",47.8412,-92.6887
12427,"Newberry Springs, CA",34.82721,-116.68836
12428,"Parkland, FL",26.3219,-80.2533
12429,"Mapleton, ND",46.8915,-97.0533
12430,"North Adams, MA",42.6844,-73.1166
12431,"Glenville, MN",43.5734,-93.2809
12432,"Melba, ID",43.3726,-116.5322
